10m_sample,Conductivity,Debit Riviere,Niveau Riviere,O2,Pression EF,Pression Pompe,Probe Tank Temperature,Pump Flow,Riverlab,Turbidity,day_sample,hour_sample,pH,timedate
False,596.0,NULL,NULL,8.5,0.657,1.941,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:27:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.745,23.5,1010,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:29:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.961,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:31:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.971,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:32:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.886,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:33:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.88,23.5,990,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:36:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.875,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:37:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.672,23.5,1019,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:38:00 GMT"
False,596.0,NULL,NULL,8.5,0.655,1.73,23.5,1018,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:39:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,2.125,23.5,974,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:40:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.717,23.5,1005,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:41:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.716,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:42:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.777,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:43:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.938,23.5,971,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:44:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.836,23.5,983,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:46:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.769,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:47:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.972,23.5,981,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:48:00 GMT"
True,596.0,NULL,NULL,8.5,0.658,1.891,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:50:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.797,23.5,1011,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:51:00 GMT"
False,596.0,NULL,NULL,8.5,0.658,1.877,23.5,975,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:53:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.875,23.5,1019,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:54:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.809,23.5,981,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:55:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.833,23.5,990,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:57:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.83,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:58:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,2.031,23.5,994,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 06:59:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.864,23.5,983,Monticello,59.75,False,True,6.90625,"Fri, 06 Aug 2021 07:00:00 GMT"
False,596.0,NULL,NULL,8.5,0.658,1.701,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:01:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.647,23.5,1011,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:02:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.892,23.5,988,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:03:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.805,23.5,993,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:05:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.662,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:06:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.691,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:07:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.948,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:08:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.652,23.5,1018,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:09:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.943,23.5,983,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:10:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.734,23.5,1014,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:11:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.817,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:12:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.836,23.5,987,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:14:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.819,23.5,1010,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:15:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.862,23.5,987,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:16:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.881,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:18:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.906,23.5,985,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:19:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.655,23.5,1016,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:20:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.945,23.5,986,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:21:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.891,23.5,985,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:22:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.899,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:24:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.971,23.5,990,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:25:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,2.004,23.5,965,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:26:00 GMT"
False,596.0,NULL,NULL,8.5,0.655,1.709,23.5,1005,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:27:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.791,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:28:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.752,23.5,1026,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:29:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.975,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:31:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.719,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:32:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.779,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:33:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.936,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:34:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.852,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:35:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.883,23.5,987,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:36:00 GMT"
False,596.0,NULL,NULL,8.5,0.655,1.762,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:37:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.748,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:38:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.899,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:39:00 GMT"
False,596.0,NULL,NULL,8.5,0.658,1.95,23.5,1021,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:41:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,2.101,23.5,979,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:42:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.905,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:43:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.843,23.5,985,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:44:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.849,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:45:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.878,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:46:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.896,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:47:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.775,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:49:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.89,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:52:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.819,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:53:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.891,23.5,993,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:54:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.931,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:55:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.935,23.5,986,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:56:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.861,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:57:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.635,23.5,1008,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 07:58:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.879,23.5,999,Monticello,59.75,False,True,6.90625,"Fri, 06 Aug 2021 08:00:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.904,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:02:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.926,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:03:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.703,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:05:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.784,23.5,992,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:06:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.952,23.5,971,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:07:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.876,23.5,985,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:08:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.889,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:10:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.816,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:11:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.738,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:12:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.844,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:13:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.992,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:14:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.796,23.5,1022,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:15:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.702,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:16:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.873,23.5,986,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:17:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.902,23.5,992,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:18:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.996,23.5,1018,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:19:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.943,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:20:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.83,23.5,987,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:21:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.845,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:22:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.716,23.5,1005,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:23:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.985,23.5,1005,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:24:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.772,23.5,1003,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:25:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.823,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:27:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.93,23.5,1023,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:30:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.72,23.5,1014,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:31:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,2.064,23.5,987,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:32:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.955,23.5,988,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:33:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,2.046,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:34:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.903,23.5,976,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:35:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.822,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:37:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.897,23.5,992,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:38:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.77,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:39:00 GMT"
True,596.0,NULL,NULL,8.5,0.658,1.986,23.5,979,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:40:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.733,23.5,1003,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:41:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.921,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:42:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.856,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:43:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.776,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:44:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.886,23.5,985,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:46:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.976,23.5,989,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:47:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.892,23.5,971,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:49:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.823,23.5,1008,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:50:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.868,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:52:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.758,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:53:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.98,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:55:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.811,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:56:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.86,23.5,979,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:57:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.608,23.5,1029,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:58:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.833,23.5,982,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 08:59:00 GMT"
True,596.0,NULL,NULL,8.5,0.656,1.701,23.5,1019,Monticello,59.75,False,True,6.90625,"Fri, 06 Aug 2021 09:00:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.742,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:01:00 GMT"
False,596.0,NULL,NULL,8.5,0.655,1.656,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:02:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.665,23.5,1008,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:03:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,2.008,23.5,971,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:04:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.69,23.5,1011,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:05:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.89,23.5,974,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:06:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.948,23.5,987,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:08:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.935,23.5,1029,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:09:00 GMT"
True,596.0,NULL,NULL,8.5,0.656,1.765,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:10:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.73,23.5,988,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:13:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,2.08,23.5,971,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:14:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.945,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:15:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.918,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:16:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.889,23.5,989,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:17:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.838,23.5,990,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:18:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.83,23.5,993,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:19:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.98,23.5,987,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:20:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.893,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:21:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.962,23.5,994,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:23:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.812,23.5,985,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:24:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.95,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:25:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.718,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:26:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.75,23.5,1007,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:27:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.972,23.5,985,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:28:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.774,23.5,1014,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:29:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.841,23.5,1020,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:30:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.715,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:31:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.877,23.5,992,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:32:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.882,23.5,997,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:34:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.708,23.5,1018,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:36:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.852,23.5,990,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:38:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.953,23.5,982,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:39:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.746,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:40:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.767,23.5,994,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:41:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.847,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:42:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.73,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:43:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.951,23.5,971,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:44:00 GMT"
False,596.0,NULL,NULL,8.5,0.655,1.894,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:45:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.794,23.5,999,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:46:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.663,23.5,996,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:48:00 GMT"
False,596.0,NULL,NULL,8.5,0.655,1.916,23.5,1021,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:49:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.848,23.5,1011,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:50:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.87,23.5,1011,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:51:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.67,23.5,1009,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:52:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,2.086,23.5,975,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:54:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,2.107,23.5,986,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:55:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.837,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:57:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.701,23.5,1012,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:58:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.985,23.5,1004,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 09:59:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.885,23.5,1021,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 10:01:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.774,23.5,990,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 10:04:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.641,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 10:05:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.973,23.5,979,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 10:06:00 GMT"
False,596.0,NULL,NULL,8.5,0.657,1.755,23.5,1014,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 10:07:00 GMT"
False,596.0,NULL,NULL,8.5,0.656,1.751,23.5,1015,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 10:08:00 GMT"
True,596.0,NULL,NULL,8.5,0.657,1.734,23.5,1001,Monticello,59.75,False,False,6.90625,"Fri, 06 Aug 2021 10:10:00 GMT"
